790.0526,161.0200,116.8100
790.1609,157.9300,119.7500
790.2385,154.2100,123.7400
790.3505,150.2300,128.5600
790.3918,148.8400,130.2800
790.4530,146.0400,133.8100
790.4931,144.6000,135.6600
790.5903,140.1600,141.2200
790.6584,137.1900,144.9100
790.7237,134.2100,148.6100
790.7387,134.2100,148.6100
790.7516,132.7100,150.4800
790.8508,128.3500,155.9500
790.8810,126.9300,157.7200
790.9054,126.9300,157.7200
790.9265,125.5200,159.4600
790.9333,125.5200,159.4600
790.9453,124.1300,161.1800
790.9578,124.1300,161.1800
790.9681,124.1300,161.1800
790.9920,122.7500,162.8800
791.0150,121.3800,164.5500
791.0361,121.3800,164.5500
791.0610,120.0200,166.2200
791.0877,118.6900,167.8500
791.0986,118.6900,167.8500
791.1142,117.3800,169.4900
791.1193,117.3800,169.4900
791.1288,117.3800,169.4900
791.2441,112.4700,175.6800
791.2573,112.4700,175.6800
791.2634,112.4700,175.6800
791.3096,110.2500,178.5700
791.3381,110.2500,178.5700
791.3558,109.1900,179.9500
791.3770,108.2000,181.2700
791.4338,107.3000,182.4900
791.4459,106.4900,183.6300
791.4747,105.7600,184.7000
791.5031,105.7600,184.7000
791.5458,104.5100,186.5800
791.5632,104.5100,186.5800
791.5814,103.9800,187.4200
791.6184,103.5100,188.1900
791.6365,103.5100,188.1900
791.6463,103.1100,188.8900
791.6658,103.1100,188.8900
791.7517,102.2500,190.6500
791.7989,102.0900,191.1000
791.8311,102.0000,191.4700
791.8412,102.0000,191.7200
791.8741,102.0800,191.8800
791.9605,102.5000,191.9600
791.9838,102.8100,191.9800
792.0101,103.1900,192.0000
792.1650,104.8400,192.3800
792.2025,105.1400,192.5600
792.3079,105.8800,193.5000
792.3964,106.0300,194.1300
792.5050,106.0100,195.2400
792.6219,105.3300,196.9500
792.6635,105.0100,197.4100
792.7467,103.8600,198.4900
792.7598,103.8600,198.4900
792.8413,102.9300,199.1100
792.8659,102.9300,199.1100
792.8835,102.6800,199.2300
792.9089,102.4500,199.3200
792.9976,102.0600,199.4100
793.0232,101.8900,199.4100
793.1128,101.5500,199.2100
793.1419,101.5100,199.0500
793.1706,101.5100,199.0500
793.2861,101.6400,198.5100
793.3180,101.6900,198.4300
793.4250,101.8000,198.2400
793.5418,101.9800,198.0300
793.6335,101.9800,197.9500
793.6521,101.9800,197.9200
793.7693,101.9800,197.8900
794.1239,102.0000,198.2800
794.1548,102.0000,198.3400
794.1670,102.0000,198.3400
794.1852,102.0000,198.4100
794.2131,102.0000,198.4800
794.2290,102.0000,198.4800
794.2621,102.0000,198.5500
794.4071,102.0000,198.8000
794.4436,102.0000,198.8600
794.5190,102.0000,198.9200
794.6412,102.0000,198.9900
794.6659,102.0000,199.0100
794.6838,102.0000,199.0200
794.9120,102.0000,198.9600
795.0253,102.0000,198.9600
795.0489,102.0000,198.9600
795.0749,102.0000,198.9600
795.1489,102.0000,198.9600
795.3448,102.0000,198.9600
795.3663,102.0000,198.9600
795.3899,102.0000,198.9600
796.0007,102.1500,198.9600
796.0308,102.2000,198.9600
796.0816,102.2900,198.9600
796.1205,102.3500,198.9600
796.2624,102.5700,198.9600
796.4740,102.8400,198.9700
796.5014,102.8500,198.9800
796.6326,102.9200,198.9700
796.6955,102.9400,198.9700
796.7766,102.9600,198.9600
796.9301,102.9900,198.9500
796.9591,102.9900,198.9300
796.9733,102.9900,198.9300
797.0046,102.9900,198.9200
797.0308,102.9900,198.9000
797.3580,103.0000,198.4800
797.7414,103.0000,197.9900
797.7547,103.0000,197.9800
797.8713,103.0000,197.9500
797.9836,103.0000,197.9600
798.0117,103.0000,197.9600
798.0202,103.0000,197.9600
798.4180,103.0000,197.9600
798.6296,102.8700,197.8300
798.6437,102.8700,197.8300
798.6580,102.7800,197.7600
798.7063,102.7500,197.7200
798.7424,102.7200,197.6800
798.9470,102.5300,197.3500
798.9730,102.5300,197.3500
798.9990,102.5300,197.3200
799.0175,102.5300,197.2900
799.0381,102.5300,197.2900
799.7173,102.8200,197.0900
799.7454,102.8200,197.0900
799.7778,102.7800,197.0800
800.1399,102.4100,196.9700
800.1540,102.4100,196.9600
800.5329,102.7400,196.9600
800.6234,102.9100,196.9600
800.6413,102.9100,196.9600
800.6521,102.9400,196.9600
800.6684,102.9400,196.9600
801.1608,102.4700,196.9600
801.2696,102.3800,196.9600
801.3130,102.3600,196.9600
801.5382,102.2100,196.9600
801.7949,102.1900,196.9600
802.0591,102.1600,196.9600
802.0818,102.1600,196.9600
802.2038,102.1600,196.9600
802.2788,102.1500,196.9600
802.2992,102.1400,196.9600
802.3185,102.1400,196.9600
802.3403,102.1400,196.9600
802.3605,102.1300,196.9600
802.7998,102.3100,196.9200
802.8283,102.3500,196.9200
802.8517,102.3800,196.9300
802.8899,102.4200,196.9400
803.5063,102.4800,198.2300
803.6917,101.6600,196.6300
803.8620,100.1500,192.8500
803.9140,99.6400,191.5300
804.0135,99.0800,187.7200
804.0636,99.4000,185.5100
804.1116,99.7300,184.5100
804.1314,100.1800,183.5900
804.1514,100.7300,182.7100
