3.56203186e+09,647,90
3.5620598e+09,639,85
3.5621114e+09,632,81
3.56215053e+09,628,77
3.56219085e+09,625,73
3.56223122e+09,618,69
3.56227124e+09,613,64
3.56231134e+09,608,62
3.56235068e+09,598,61
3.56239197e+09,592,59
3.56243206e+09,585,57
3.56247099e+09,578,57
3.5625103e+09,565,59
3.5625516e+09,559,53
3.56259167e+09,549,54
3.56263177e+09,542,53
3.56267001e+09,535,55
3.56271131e+09,528,50
3.56275099e+09,518,51
3.5627907e+09,507,54
3.56283152e+09,499,57
3.56287121e+09,493,60
3.56291203e+09,490,52
3.56295108e+09,487,50
3.56299066e+09,483,49
3.56303098e+09,482,50
3.56307091e+09,478,47
3.56311015e+09,476,51
3.5631509e+09,471,49
3.56319151e+09,470,51
3.56323256e+09,468,51
3.5632703e+09,468,51
3.56331145e+09,467,53
3.56335145e+09,467,52
3.56339197e+09,469,51
3.5634319e+09,470,51
3.56347132e+09,469,52
3.56351012e+09,469,53
3.56355043e+09,467,53
3.5635905e+09,467,55
3.56363131e+09,467,55
3.56367171e+09,467,54
3.56370998e+09,467,54
3.56375032e+09,467,54
3.56379072e+09,467,54
3.5638306e+09,468,54
3.56387078e+09,467,55
3.56391023e+09,469,59
3.56395145e+09,466,56
3.56399062e+09,466,56
3.56402465e+09,467,60
3.56407241e+09,465,55
3.56411188e+09,465,55
3.56415007e+09,466,55
3.56419138e+09,466,56
3.56423067e+09,466,56
3.56427161e+09,466,57
3.56431242e+09,466,57
3.56435171e+09,466,57
3.56439044e+09,467,57
3.56443052e+09,467,58
3.56447115e+09,467,57
3.56451208e+09,466,58
3.56455175e+09,467,57
3.56459023e+09,468,58
3.56463141e+09,469,58
3.56467177e+09,469,58
3.56471169e+09,470,58
3.5647509e+09,470,58
3.56479205e+09,469,58
3.56483179e+09,468,58
3.56487163e+09,468,56
3.56491233e+09,468,55
3.56495114e+09,468,54
3.56499159e+09,469,53
3.56503182e+09,470,51
3.56507117e+09,472,51
3.56511248e+09,473,49
3.56515101e+09,471,50
3.56519101e+09,473,56
3.56523251e+09,482,67
3.56527155e+09,492,74
3.5653106e+09,503,81
3.56535184e+09,511,81
3.56539117e+09,518,79
3.56543148e+09,526,75
3.56547147e+09,533,70
3.56551068e+09,541,66
3.5655524e+09,548,63
3.56559227e+09,558,61
3.56563116e+09,567,59
3.56567039e+09,573,57
3.5657106e+09,578,59
3.56575072e+09,584,60
3.5657909e+09,589,61
3.56583104e+09,595,62
3.56587045e+09,600,64
3.56591108e+09,606,65
3.56595268e+09,613,67
3.56599153e+09,619,69
3.5660313e+09,625,70
3.56607154e+09,629,70
3.56611143e+09,634,71
3.56615069e+09,637,74
3.56619181e+09,638,76
3.56623001e+09,640,76
3.5662702e+09,643,77
3.56631052e+09,647,78
3.56635229e+09,645,86
3.56639084e+09,644,91
3.56643103e+09,644,97
3.5664709e+09,645,105
3.56651048e+09,647,113
3.56655206e+09,649,118
3.56659264e+09,649,124
3.56663168e+09,650,131
3.56667044e+09,651,139
3.56671252e+09,652,147
3.56675208e+09,653,155
3.56679175e+09,655,163
3.56683184e+09,658,170
3.56687007e+09,658,178
3.56691063e+09,656,188
3.56695057e+09,655,204
3.56699172e+09,652,214
3.56703138e+09,650,223
3.56707035e+09,650,231
3.56711033e+09,650,242
3.56715109e+09,649,251
3.56719058e+09,650,259
3.56723216e+09,647,271
3.56727015e+09,642,281
3.56731017e+09,635,288
3.56735206e+09,631,290
3.56739071e+09,622,293
3.5674317e+09,617,293
3.56747008e+09,607,295
3.56751144e+09,601,298
3.56755155e+09,592,295
3.56759161e+09,589,294
3.56763177e+09,579,297
3.56767002e+09,571,298
3.567711e+09,564,298
3.56775041e+09,553,298
3.56779106e+09,544,300
3.56783107e+09,535,302
3.56787144e+09,528,300
3.56791053e+09,517,300
3.56795186e+09,507,297
3.56799196e+09,492,297
3.56803275e+09,476,298
3.56807225e+09,463,297
3.56811158e+09,445,302
3.56815171e+09,428,301
3.56819097e+09,416,298
3.56823118e+09,399,295
3.56827262e+09,384,293
3.56831059e+09,365,293
3.56835072e+09,347,294
3.56838694e+09,328,292
3.56843123e+09,315,290
3.56847133e+09,296,289
3.5685116e+09,278,289
3.56854309e+09,263,291
3.56859089e+09,242,293
3.56863114e+09,226,294
3.5686713e+09,206,296
3.5687117e+09,193,295
3.56875165e+09,178,299
3.56879086e+09,167,293
3.56883108e+09,151,293
3.56887126e+09,136,294
3.56891133e+09,125,292
3.56895147e+09,117,290
3.56899163e+09,106,290
3.56903193e+09,98,289
3.56907208e+09,85,289
3.56911125e+09,79,285
3.5691512e+09,71,281
3.56919071e+09,66,277
3.56923187e+09,61,273
3.56927209e+09,59,268
3.56931252e+09,55,263
3.56935158e+09,53,257
3.56939173e+09,52,247
3.56943086e+09,52,241
3.56947114e+09,51,237
3.5695123e+09,49,231
3.5695515e+09,49,226
3.56959162e+09,52,219
3.56963086e+09,52,213
3.56967203e+09,54,208
3.56971228e+09,52,204
3.56975138e+09,51,199
3.56979068e+09,49,196
3.56983091e+09,49,196
3.56987261e+09,47,191
3.56991211e+09,49,188
3.5699523e+09,48,185
3.56999049e+09,46,184
